순번,산업분류코드,산업분류명칭,데이터기준일
512,24219,기타 비철금속 제련,2022-08-02
513,2422,비철금속 압연,2022-08-02
514,24221,동 압연,2022-08-02
515,24222,알루미늄 압연,2022-08-02
516,24229,기타 비철금속 압연,2022-08-02
517,2429,기타 1차 비철금속 제조업,2022-08-02
518,24290,기타 1차 비철금속 제조업,2022-08-02
519,243,금속 주조업,2022-08-02
520,2431,철강 주조업,2022-08-02
521,24311,선철 주물 주조업,2022-08-02
522,24312,강 주물 주조업,2022-08-02
523,2432,비철금속 주조업,2022-08-02
524,24321,알루미늄 주물 주조업,2022-08-02
525,24322,동 주물 주조업,2022-08-02
526,24329,기타 비철금속 주조업,2022-08-02
527,25,금속 가공제품 제조업; 기계 및 가구 제외,2022-08-02
528,251,구조용 금속제품,2022-08-02
529,2511,구조용 금속제품 제조업,2022-08-02
530,25111,금속 문,2022-08-02
531,25112,구조용 금속 판제품 및 공작물 제조업,2022-08-02
532,25113,육상 금속 골조 구조재 제조업,2022-08-02
533,25114,수상 금속 골조 구조재 제조업,2022-08-02
534,25119,기타 구조용 금속제품 제조업,2022-08-02
535,2512,산업용 난방 보일러,2022-08-02
536,25121,산업용 난방보일러 및 방열기 제조업,2022-08-02
537,25122,금속 탱크 및 저장 용기 제조업,2022-08-02
538,25123,압축 및 액화 가스 용기 제조업,2022-08-02
539,2513,핵반응기 및 증기보일러 제조업,2022-08-02
540,25130,핵반응기 및 증기보일러 제조업,2022-08-02
541,252,무기 및 총포탄 제조업,2022-08-02
542,2520,무기 및 총포탄 제조업,2022-08-02
543,25200,무기 및 총포탄 제조업,2022-08-02
544,259,기타 금속 가공제품 제조업,2022-08-02
545,2591,금속 단조,2022-08-02
546,25911,분말 야금제품 제조업,2022-08-02
547,25912,금속 단조제품 제조업,2022-08-02
548,25913,자동차용 금속 압형제품 제조업,2022-08-02
549,25914,그 외 금속 압형제품 제조업,2022-08-02
550,2592,금속 열처리,2022-08-02
551,25921,금속 열처리업,2022-08-02
552,25922,도금업,2022-08-02
553,25923,도장 및 기타 피막 처리업,2022-08-02
554,25924,절삭 가공 및 유사 처리업,2022-08-02
555,25929,그 외 기타 금속 가공업,2022-08-02
556,2593,날붙이,2022-08-02
557,25931,날붙이 제조업,2022-08-02
558,25932,일반 철물 제조업,2022-08-02
559,25933,비동력식 수공구 제조업,2022-08-02
560,25934,톱 및 호환성 공구 제조업,2022-08-02
561,2594,금속 파스너,2022-08-02
562,25941,볼트 및 너트류 제조업,2022-08-02
563,25942,그 외 금속 파스너 및 나사제품 제조업,2022-08-02
564,25943,금속 스프링 제조업,2022-08-02
565,25944,금속선 가공제품 제조업,2022-08-02
566,2599,그 외 기타 금속 가공제품 제조업,2022-08-02
567,25991,금속 캔 및 기타 포장용기 제조업,2022-08-02
568,25992,수동식 식품 가공 기기 및 금속 주방용기 제조업,2022-08-02
569,25993,금속 위생용품 제조업,2022-08-02
570,25994,금속 표시판 제조업,2022-08-02
571,25995,피복 및 충전 용접봉 제조업,2022-08-02
572,25999,그 외 기타 분류 안된 금속 가공제품 제조업,2022-08-02
573,26,전자 부품,2022-08-02
574,261,반도체 제조업,2022-08-02
575,2611,전자집적회로 제조업,2022-08-02
576,26111,메모리용 전자집적회로 제조업,2022-08-02
577,26112,비메모리용 및 기타 전자집적회로 제조업,2022-08-02
578,2612,다이오드,2022-08-02
579,26121,발광 다이오드 제조업,2022-08-02
580,26129,기타 반도체 소자 제조업,2022-08-02
581,262,전자 부품 제조업,2022-08-02
582,2621,표시장치 제조업,2022-08-02
583,26211,액정 표시장치 제조업,2022-08-02
584,26212,유기 발광 표시장치 제조업,2022-08-02
585,26219,기타 표시장치 제조업,2022-08-02
586,2622,인쇄회로기판 및 전자부품 실장기판 제조업,2022-08-02
587,26221,인쇄회로기판용 적층판 제조업,2022-08-02
588,26222,경성 인쇄회로기판 제조업,2022-08-02
589,26223,연성 및 기타 인쇄회로기판 제조업,2022-08-02
590,26224,전자 부품 실장기판 제조업,2022-08-02
591,2629,기타 전자 부품 제조업,2022-08-02
592,26291,전자 축전기 제조업,2022-08-02
593,26292,전자 저항기 제조업,2022-08-02
594,26293,전자카드 제조업,2022-08-02
595,26294,전자코일,2022-08-02
596,26295,전자 감지장치 제조업,2022-08-02
597,26299,그 외 기타 전자 부품 제조업,2022-08-02
598,263,컴퓨터 및 주변 장치 제조업,2022-08-02
599,2631,컴퓨터 제조업,2022-08-02
600,26310,컴퓨터 제조업,2022-08-02
601,2632,기억 장치 및 주변 기기 제조업,2022-08-02
602,26321,기억 장치 제조업,2022-08-02
603,26322,컴퓨터 모니터 제조업,2022-08-02
604,26323,컴퓨터 프린터 제조업,2022-08-02
605,26329,기타 주변 기기 제조업,2022-08-02
606,264,통신 및 방송장비 제조업,2022-08-02
607,2641,유선 통신장비 제조업,2022-08-02
608,26410,유선 통신장비 제조업,2022-08-02
609,2642,방송 및 무선 통신장비 제조업,2022-08-02
610,26421,방송장비 제조업,2022-08-02
611,26422,이동 전화기 제조업,2022-08-02
612,26429,기타 무선 통신장비 제조업,2022-08-02
613,265,영상 및 음향 기기 제조업,2022-08-02
614,2651,텔레비전,2022-08-02
615,26511,텔레비전 제조업,2022-08-02
616,26519,비디오 및 기타 영상 기기 제조업,2022-08-02
617,2652,오디오,2022-08-02
618,26521,라디오,2022-08-02
619,26529,기타 음향기기 제조업,2022-08-02
620,266,마그네틱 및 광학 매체 제조업,2022-08-02
621,2660,마그네틱 및 광학 매체 제조업,2022-08-02
622,26600,마그네틱 및 광학 매체 제조업,2022-08-02
623,27,의료,2022-08-02
624,271,의료용 기기 제조업,2022-08-02
625,2711,방사선 장치 및 전기식 진단 기기 제조업,2022-08-02
626,27111,방사선 장치 제조업,2022-08-02
627,27112,전기식 진단 및 요법 기기 제조업,2022-08-02
628,2719,기타 의료용 기기 제조업,2022-08-02
629,27191,치과용 기기 제조업,2022-08-02
630,27192,정형 외과용 및 신체 보정용 기기 제조업,2022-08-02
631,27193,안경 및 안경렌즈 제조업,2022-08-02
632,27194,의료용 가구 제조업,2022-08-02
633,27199,그 외 기타 의료용 기기 제조업,2022-08-02
634,272,측정,2022-08-02
635,2721,측정,2022-08-02
636,27211,레이더,2022-08-02
637,27212,전자기 측정,2022-08-02
638,27213,물질 검사,2022-08-02
639,27214,속도계 및 적산계기 제조업,2022-08-02
640,27215,기기용 자동 측정 및 제어장치 제조업,2022-08-02
641,27216,산업 처리공정 제어장비 제조업,2022-08-02
642,27219,기타 측정,2022-08-02
643,273,사진장비 및 광학 기기 제조업,2022-08-02
644,2730,사진장비 및 광학기기 제조업,2022-08-02
645,27301,광학 렌즈 및 광학 요소 제조업,2022-08-02
646,27302,사진기,2022-08-02
647,27309,기타 광학 기기 제조업,2022-08-02
648,274,시계 및 시계 부품 제조업,2022-08-02
649,2740,시계 및 시계 부품 제조업,2022-08-02
650,27400,시계 및 시계 부품 제조업,2022-08-02
651,28,전기장비 제조업,2022-08-02
652,281,전동기,2022-08-02
653,2811,전동기,2022-08-02
654,28111,전동기 및 발전기 제조업,2022-08-02
655,28112,변압기 제조업,2022-08-02
656,28113,방전 램프용 안정기 제조업,2022-08-02
657,28114,에너지 저장장치 제조업,2022-08-02
658,28119,기타 전기 변환장치 제조업,2022-08-02
659,2812,전기 공급 및 제어장치 제조업,2022-08-02
660,28121,전기회로 개폐,2022-08-02
661,28122,전기회로 접속장치 제조업,2022-08-02
662,28123,배전반 및 전기 자동제어반 제조업,2022-08-02
663,282,일차전지 및 축전지 제조업,2022-08-02
664,2820,일차전지 및 축전지 제조업,2022-08-02
665,28201,일차전지 제조업,2022-08-02
666,28202,축전지 제조업,2022-08-02
667,283,절연선 및 케이블 제조업,2022-08-02
668,2830,절연선 및 케이블 제조업,2022-08-02
669,28301,광섬유 케이블 제조업,2022-08-02
670,28302,기타 절연선 및 케이블 제조업,2022-08-02
671,28303,절연 코드세트 및 기타 도체 제조업,2022-08-02
672,284,전구 및 조명장치 제조업,2022-08-02
673,2841,전구 및 램프 제조업,2022-08-02
674,28410,전구 및 램프 제조업,2022-08-02
675,2842,조명장치 제조업,2022-08-02
676,28421,운송장비용 조명장치 제조업,2022-08-02
677,28422,일반용 전기 조명장치 제조업,2022-08-02
678,28423,전시 및 광고용 조명장치 제조업,2022-08-02
679,28429,기타 조명장치 제조업,2022-08-02
680,285,가정용 기기 제조업,2022-08-02
681,2851,가정용 전기 기기 제조업,2022-08-02
682,28511,주방용 전기 기기 제조업,2022-08-02
683,28512,가정용 전기 난방기기 제조업,2022-08-02
684,28519,기타 가정용 전기 기기 제조업,2022-08-02
685,2852,가정용 비전기식 조리 및 난방 기구 제조업,2022-08-02
686,28520,가정용 비전기식 조리 및 난방 기구 제조업,2022-08-02
687,289,기타 전기장비 제조업,2022-08-02
688,2890,기타 전기장비 제조업,2022-08-02
689,28901,전기 경보 및 신호장치 제조업,2022-08-02
690,28902,전기용 탄소제품 및 절연제품 제조업,2022-08-02
691,28903,교통 신호장치 제조업,2022-08-02
692,28909,그 외 기타 전기장비 제조업,2022-08-02
693,29,기타 기계 및 장비 제조업,2022-08-02
694,291,일반 목적용 기계 제조업,2022-08-02
695,2911,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,2022-08-02
696,29111,내연기관 제조업,2022-08-02
697,29119,기타 기관 및 터빈 제조업,2022-08-02
698,2912,유압 기기 제조업,2022-08-02
699,29120,유압 기기 제조업,2022-08-02
700,2913,펌프 및 압축기 제조업; 탭,2022-08-02
701,29131,액체 펌프 제조업,2022-08-02
702,29132,기체 펌프 및 압축기 제조업,2022-08-02
703,29133,탭,2022-08-02
704,2914,베어링,2022-08-02
705,29141,구름베어링 제조업,2022-08-02
706,29142,기어 및 동력전달장치 제조업,2022-08-02
707,2915,산업용 오븐,2022-08-02
708,29150,산업용 오븐,2022-08-02
709,2916,산업용 트럭,2022-08-02
710,29161,산업용 트럭 및 적재기 제조업,2022-08-02
711,29162,승강기 제조업,2022-08-02
712,29163,컨베이어 장치 제조업,2022-08-02
713,29169,기타 물품 취급장비 제조업,2022-08-02
714,2917,냉각,2022-08-02
715,29171,산업용 냉장 및 냉동장비 제조업,2022-08-02
716,29172,공기 조화장치 제조업,2022-08-02
717,29173,산업용 송풍기 및 배기장치 제조업,2022-08-02
718,29174,기체 여과기 제조업,2022-08-02
719,29175,액체 여과기 제조업,2022-08-02
720,29176,증류기,2022-08-02
721,2918,사무용 기계 및 장비 제조업,2022-08-02
722,29180,사무용 기계 및 장비 제조업,2022-08-02
723,2919,기타 일반 목적용 기계 제조업,2022-08-02
724,29191,일반 저울 제조업,2022-08-02
725,29192,용기 세척,2022-08-02
726,29193,분사기 및 소화기 제조업,2022-08-02
727,29194,동력식 수지 공구 제조업,2022-08-02
728,29199,그 외 기타 일반 목적용 기계 제조업,2022-08-02
729,292,특수 목적용 기계 제조업,2022-08-02
730,2921,농업 및 임업용 기계 제조업,2022-08-02
731,29210,농업 및 임업용 기계 제조업,2022-08-02
732,2922,가공 공작기계 제조업,2022-08-02
733,29221,전자 응용 절삭기계 제조업,2022-08-02
734,29222,디지털 적층 성형기계 제조업,2022-08-02
735,29223,금속 절삭기계 제조업,2022-08-02
736,29224,금속 성형기계 제조업,2022-08-02
737,29229,기타 가공 공작기계 제조업,2022-08-02
738,2923,금속 주조 및 기타 야금용 기계 제조업,2022-08-02
739,29230,금속 주조 및 기타 야금용 기계 제조업,2022-08-02
740,2924,건설 및 광업용 기계장비 제조업,2022-08-02
741,29241,건설 및 채광용 기계장비 제조업,2022-08-02
742,29242,광물 처리 및 취급장비 제조업,2022-08-02
743,2925,음ㆍ식료품 및 담배 가공기계 제조업,2022-08-02
744,29250,음ㆍ식료품 및 담배 가공기계 제조업,2022-08-02
745,2926,섬유,2022-08-02
746,29261,산업용 섬유 세척,2022-08-02
747,29269,기타 섬유,2022-08-02
748,2927,반도체 및 디스플레이 제조용 기계 제조업,2022-08-02
749,29271,반도체 제조용 기계 제조업,2022-08-02
750,29272,디스플레이 제조용 기계 제조업,2022-08-02
751,2928,산업용 로봇 제조업,2022-08-02
752,29280,산업용 로봇 제조업,2022-08-02
753,2929,기타 특수 목적용 기계 제조업,2022-08-02
754,29291,펄프 및 종이 가공용 기계 제조업,2022-08-02
755,29292,고무,2022-08-02
756,29293,인쇄 및 제책용 기계 제조업,2022-08-02
757,29294,주형 및 금형 제조업,2022-08-02
758,29299,그 외 기타 특수 목적용 기계 제조업,2022-08-02
759,30,자동차 및 트레일러 제조업,2022-08-02
760,301,자동차용 엔진 및 자동차 제조업,2022-08-02
761,3011,자동차용 엔진 제조업,2022-08-02
762,30110,자동차용 엔진 제조업,2022-08-02
763,3012,자동차 제조업,2022-08-02
764,30121,승용차 및 기타 여객용 자동차 제조업,2022-08-02
765,30122,화물 자동차 및 특수 목적용 자동차 제조업,2022-08-02
766,302,자동차 차체 및 트레일러 제조업,2022-08-02
767,3020,자동차 차체 및 트레일러 제조업,2022-08-02
768,30201,차체 및 특장차 제조업,2022-08-02
769,30202,자동차 구조 및 장치 변경업,2022-08-02
770,30203,트레일러 및 세미 트레일러 제조업,2022-08-02
771,303,자동차 신품 부품 제조업,2022-08-02
772,3031,자동차 엔진용 신품 부품 제조업,2022-08-02
773,30310,자동차 엔진용 신품 부품 제조업,2022-08-02
774,3032,자동차 차체용 신품 부품 제조업,2022-08-02
775,30320,자동차 차체용 신품 부품 제조업,2022-08-02
776,3033,자동차용 신품 동력 전달장치 및 전기장치 제조업,2022-08-02
777,30331,자동차용 신품 동력 전달장치 제조업,2022-08-02
778,30332,자동차용 신품 전기장치 제조업,2022-08-02
779,3039,자동차용 기타 신품 부품 제조업,2022-08-02
780,30391,자동차용 신품 조향장치 및 현가장치 제조업,2022-08-02
781,30392,자동차용 신품 제동장치 제조업,2022-08-02
782,30393,자동차용 신품 의자 제조업,2022-08-02
783,30399,그 외 자동차용 신품 부품 제조업,2022-08-02
784,304,자동차 재제조 부품 제조업,2022-08-02
785,3040,자동차 재제조 부품 제조업,2022-08-02
786,30400,자동차 재제조 부품 제조업,2022-08-02
787,31,기타 운송장비 제조업,2022-08-02
788,311,선박 및 보트 건조업,2022-08-02
789,3111,선박 및 수상 부유 구조물 건조업,2022-08-02
790,31111,강선 건조업,2022-08-02
791,31112,합성수지선 건조업,2022-08-02
792,31113,기타 선박 건조업,2022-08-02
793,31114,선박 구성 부분품 제조업,2022-08-02
794,3112,오락 및 스포츠용 보트 건조업,2022-08-02
795,31120,오락 및 스포츠용 보트 건조업,2022-08-02
796,312,철도장비 제조업,2022-08-02
797,3120,철도장비 제조업,2022-08-02
798,31201,기관차 및 기타 철도 차량 제조업,2022-08-02
799,31202,철도 차량 부품 및 관련 장치물 제조업,2022-08-02
800,313,항공기,2022-08-02
801,3131,항공기,2022-08-02
802,31311,유인 항공기,2022-08-02
803,31312,무인 항공기 및 무인 비행장치 제조업,2022-08-02
804,3132,항공기용 엔진 및 부품 제조업,2022-08-02
805,31321,항공기용 엔진 제조업,2022-08-02
806,31322,항공기용 부품 제조업,2022-08-02
807,319,그 외 기타 운송장비 제조업,2022-08-02
808,3191,전투용 차량 제조업,2022-08-02
809,31910,전투용 차량 제조업,2022-08-02
810,3192,모터사이클 제조업,2022-08-02
811,31920,모터사이클 제조업,2022-08-02
812,3199,그 외 기타 분류 안된 운송장비 제조업,2022-08-02
813,31991,자전거 및 환자용 차량 제조업,2022-08-02
814,31999,그 외 기타 달리 분류되지 않은 운송장비 제조업,2022-08-02
815,32,가구 제조업,2022-08-02
816,320,가구 제조업,2022-08-02
817,3201,침대 및 내장 가구 제조업,2022-08-02
818,32011,매트리스 및 침대 제조업,2022-08-02
819,32019,소파 및 기타 내장 가구 제조업,2022-08-02
820,3202,목재 가구 제조업,2022-08-02
821,32021,주방용 및 음식점용 목재 가구 제조업,2022-08-02
822,32029,기타 목재 가구 제조업,2022-08-02
823,3209,기타 가구 제조업,2022-08-02
824,32091,금속 가구 제조업,2022-08-02
825,32099,그 외 기타 가구 제조업,2022-08-02
826,33,기타 제품 제조업,2022-08-02
827,331,귀금속 및 장신용품 제조업,2022-08-02
828,3311,귀금속 및 관련제품 제조업,2022-08-02
829,33110,귀금속 및 관련제품 제조업,2022-08-02
830,3312,모조 귀금속 및 모조 장신용품 제조업,2022-08-02
831,33120,모조 귀금속 및 모조 장신용품 제조업,2022-08-02
832,332,악기 제조업,2022-08-02
833,3320,악기 제조업,2022-08-02
834,33201,건반 악기 제조업,2022-08-02
835,33202,전자 악기 제조업,2022-08-02
836,33209,기타 악기 제조업,2022-08-02
837,333,운동 및 경기용구 제조업,2022-08-02
838,3330,운동 및 경기용구 제조업,2022-08-02
839,33301,체조,2022-08-02
840,33302,놀이터용 장비 제조업,2022-08-02
841,33303,낚시 및 수렵용구 제조업,2022-08-02
842,33309,기타 운동 및 경기용구 제조업,2022-08-02
843,334,인형,2022-08-02
844,3340,인형,2022-08-02
845,33401,인형 및 장난감 제조업,2022-08-02
846,33402,영상게임기 제조업,2022-08-02
847,33409,기타 오락용품 제조업,2022-08-02
848,339,그 외 기타 제품 제조업,2022-08-02
849,3391,간판 및 광고물 제조업,2022-08-02
850,33910,간판 및 광고물 제조업,2022-08-02
851,3392,사무 및 회화용품 제조업,2022-08-02
852,33920,사무 및 회화용품 제조업,2022-08-02
853,3393,가발,2022-08-02
854,33931,가발 및 유사 제품 제조업,2022-08-02
855,33932,전시용 모형 제조업,2022-08-02
856,33933,표구 처리업,2022-08-02
857,3399,그 외 기타 분류 안된 제품 제조업,2022-08-02
858,33991,단추 및 유사 파스너 제조업,2022-08-02
859,33992,라이터,2022-08-02
860,33993,비 및 솔 제조업,2022-08-02
861,33999,그 외 기타 달리 분류되지 않은 제품 제조업,2022-08-02
862,34,산업용 기계 및 장비 수리업,2022-08-02
863,340,산업용 기계 및 장비 수리업,2022-08-02
864,3401,일반 기계류 수리업,2022-08-02
865,34011,건설ㆍ광업용 기계 및 장비 수리업,2022-08-02
866,34019,기타 일반 기계 및 장비 수리업,2022-08-02
867,3402,전기ㆍ전자 및 정밀 기기 수리업,2022-08-02
868,34020,전기ㆍ전자 및 정밀 기기 수리업,2022-08-02
869,35,전기,2022-08-02
870,351,전기업,2022-08-02
871,3511,발전업,2022-08-02
872,35111,원자력 발전업,2022-08-02
873,35112,수력 발전업,2022-08-02
874,35113,화력 발전업,2022-08-02
875,35114,태양력 발전업,2022-08-02
876,35119,기타 발전업,2022-08-02
877,3512,송전 및 배전업,2022-08-02
878,35120,송전 및 배전업,2022-08-02
879,3513,전기 판매업,2022-08-02
880,35130,전기 판매업,2022-08-02
881,352,연료용 가스 제조 및 배관공급업,2022-08-02
882,3520,연료용 가스 제조 및 배관공급업,2022-08-02
883,35200,연료용 가스 제조 및 배관공급업,2022-08-02
884,353,증기,2022-08-02
885,3530,증기,2022-08-02
886,35300,증기,2022-08-02
887,36,수도업,2022-08-02
888,360,수도업,2022-08-02
889,3601,생활용수 공급업,2022-08-02
890,36010,생활용수 공급업,2022-08-02
891,3602,산업용수 공급업,2022-08-02
892,36020,산업용수 공급업,2022-08-02
893,37,하수,2022-08-02
894,370,하수,2022-08-02
895,3701,하수 및 폐수 처리업,2022-08-02
896,37011,하수 처리업,2022-08-02
897,37012,폐수 처리업,2022-08-02
898,3702,분뇨 처리업,2022-08-02
899,37021,사람 분뇨 처리업,2022-08-02
900,37022,축산 분뇨 처리업,2022-08-02
901,38,폐기물 수집,2022-08-02
902,381,폐기물 수집,2022-08-02
903,3811,지정 외 폐기물 수집,2022-08-02
904,38110,지정 외 폐기물 수집,2022-08-02
905,3812,지정 폐기물 수집,2022-08-02
906,38120,지정 폐기물 수집,2022-08-02
907,3813,건설 폐기물 수집,2022-08-02
908,38130,건설 폐기물 수집,2022-08-02
909,382,폐기물 처리업,2022-08-02
910,3821,지정 외 폐기물 처리업,2022-08-02
911,38210,지정 외 폐기물 처리업,2022-08-02
912,3822,지정 폐기물 처리업,2022-08-02
913,38220,지정 폐기물 처리업,2022-08-02
914,3823,건설 폐기물 처리업,2022-08-02
915,38230,건설 폐기물 처리업,2022-08-02
916,3824,방사성 폐기물 수집,2022-08-02
917,38240,방사성 폐기물 수집,2022-08-02
918,383,해체,2022-08-02
919,3831,금속류 해체,2022-08-02
920,38311,금속류 해체 및 선별업,2022-08-02
921,38312,금속류 원료 재생업,2022-08-02
922,3832,비금속류 해체,2022-08-02
923,38321,비금속류 해체 및 선별업,2022-08-02
924,38322,비금속류 원료 재생업,2022-08-02
925,39,환경 정화 및 복원업,2022-08-02
926,390,환경 정화 및 복원업,2022-08-02
927,3900,환경 정화 및 복원업,2022-08-02
928,39001,토양 및 지하수 정화업,2022-08-02
929,39009,기타 환경 정화 및 복원업,2022-08-02
930,41,종합 건설업,2022-08-02
931,411,건물 건설업,2022-08-02
932,4111,주거용 건물 건설업,2022-08-02
933,41111,단독 주택 건설업,2022-08-02
934,41112,아파트 건설업,2022-08-02
935,41119,기타 공동 주택 건설업,2022-08-02
936,4112,비주거용 건물 건설업,2022-08-02
937,41121,사무ㆍ상업용 및 공공기관용 건물 건설업,2022-08-02
938,41122,제조업 및 유사 산업용 건물 건설업,2022-08-02
939,41129,기타 비주거용 건물 건설업,2022-08-02
940,412,토목 건설업,2022-08-02
941,4121,지반조성 건설업,2022-08-02
942,41210,지반조성 건설업,2022-08-02
943,4122,토목 시설물 건설업,2022-08-02
944,41221,도로 건설업,2022-08-02
945,41222,교량,2022-08-02
946,41223,항만,2022-08-02
947,41224,환경설비 건설업,2022-08-02
948,41225,산업 생산시설 종합 건설업,2022-08-02
949,41226,조경 건설업,2022-08-02
950,41229,기타 토목 시설물 건설업,2022-08-02
951,41999,건설업본사,2022-08-02
952,42,전문직별 공사업,2022-08-02
953,421,기반조성 및 시설물 축조관련 전문공사업,2022-08-02
954,4211,건물 및 구축물 해체 공사업,2022-08-02
955,42110,건물 및 구축물 해체 공사업,2022-08-02
956,4212,기반조성 관련 전문공사업,2022-08-02
957,42121,토공사업,2022-08-02
958,42122,보링,2022-08-02
959,42123,파일공사 및 축조관련 기초 공사업,2022-08-02
960,42129,기타 기반조성 관련 전문공사업,2022-08-02
961,4213,시설물 축조 관련 전문공사업,2022-08-02
962,42131,철골 및 관련 구조물 공사업,2022-08-02
963,42132,콘크리트 및 철근 공사업,2022-08-02
964,42133,조적 및 석공사업,2022-08-02
965,42134,포장 공사업,2022-08-02
966,42135,철도 궤도 전문공사업,2022-08-02
967,42136,수중 공사업,2022-08-02
968,42137,비계 및 형틀 공사업,2022-08-02
969,42138,지붕,2022-08-02
970,42139,기타 옥외 시설물 축조관련 전문공사업,2022-08-02
971,422,건물설비 설치 공사업,2022-08-02
972,4220,건물설비 설치 공사업,2022-08-02
973,42201,배관 및 냉ㆍ난방 공사업,2022-08-02
974,42202,건물용 기계ㆍ장비 설치 공사업,2022-08-02
975,42203,방음,2022-08-02
976,42204,소방시설 공사업,2022-08-02
977,42209,기타 건물 관련설비 설치 공사업,2022-08-02
978,423,전기 및 통신 공사업,2022-08-02
979,4231,전기 공사업,2022-08-02
980,42311,일반 전기 공사업,2022-08-02
981,42312,내부 전기배선 공사업,2022-08-02
982,4232,통신 공사업,2022-08-02
983,42321,일반 통신 공사업,2022-08-02
984,42322,내부 통신배선 공사업,2022-08-02
985,424,실내건축 및 건축마무리 공사업,2022-08-02
986,4241,도장,2022-08-02
987,42411,도장 공사업,2022-08-02
988,42412,도배,2022-08-02
989,4242,유리 및 창호 공사업,2022-08-02
990,42420,유리 및 창호 공사업,2022-08-02
991,4249,기타 건축 마무리 공사업,2022-08-02
992,42491,미장,2022-08-02
993,42492,건물용 금속 공작물 설치 공사업,2022-08-02
994,42499,그 외 기타 건축 마무리 공사업,2022-08-02
995,425,시설물 유지관리 공사업,2022-08-02
996,4250,시설물 유지관리 공사업,2022-08-02
997,42500,시설물 유지관리 공사업,2022-08-02
998,426,건설장비 운영업,2022-08-02
999,4260,건설장비 운영업,2022-08-02
1000,42600,건설장비 운영업,2022-08-02
1001,45,자동차 및 부품 판매업,2022-08-02
1002,451,자동차 판매업,2022-08-02
1003,4511,자동차 신품 판매업,2022-08-02
1004,45110,자동차 신품 판매업,2022-08-02
1005,4512,중고 자동차 판매업,2022-08-02
1006,45120,중고 자동차 판매업,2022-08-02
1007,452,자동차 부품 및 내장품 판매업,2022-08-02
1008,4521,자동차 신품 부품 및 내장품 판매업,2022-08-02
